2019-06-23 00:57:39.563411	https://www.encodeproject.org/report/?type=File&lab.title=ENCODE+Processing+Pipeline&status=released&assembly=GRCh38&field=%40id&field=accession&field=dataset&field=assembly&field=output_type&field=technical_replicates&field=biological_replicates&field=href&file_format=bed&output_type%21=peaks&output_type%21=conservative+idr+thresholded+peaks&output_type%21=replicated+peaks&output_type%21=sequence+alignability&output_type%21=methylation+state+at+CpG&output_type%21=methylation+state+at+CHH&output_type%21=methylation+state+at+CHG&output_type%21=enrichment&output_type%21=hotspots&output_type%21=pseudoreplicated+idr+thresholded+peaks&output_type%21=stable+peaks&output_type%21=transcription+start+sites&limit=all
ID	Accession	Dataset	Genome assembly	Output type	Technical replicates	Biological replicates	Download URL
/files/ENCFF782YFS/	ENCFF782YFS	/experiments/ENCSR998AJK/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF782YFS/@@download/ENCFF782YFS.bed.gz
/files/ENCFF783WCN/	ENCFF783WCN	/experiments/ENCSR996FYT/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF783WCN/@@download/ENCFF783WCN.bed.gz
/files/ENCFF783YGC/	ENCFF783YGC	/experiments/ENCSR038GMB/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF783YGC/@@download/ENCFF783YGC.bed.gz
/files/ENCFF784DGA/	ENCFF784DGA	/experiments/ENCSR481FEC/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF784DGA/@@download/ENCFF784DGA.bed.gz
/files/ENCFF784MKW/	ENCFF784MKW	/experiments/ENCSR143CEO/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF784MKW/@@download/ENCFF784MKW.bed.gz
/files/ENCFF784QTQ/	ENCFF784QTQ	/experiments/ENCSR869IUD/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF784QTQ/@@download/ENCFF784QTQ.bed.gz
/files/ENCFF784QUI/	ENCFF784QUI	/experiments/ENCSR324LTM/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF784QUI/@@download/ENCFF784QUI.bed.gz
/files/ENCFF785BTP/	ENCFF785BTP	/experiments/ENCSR948VFL/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF785BTP/@@download/ENCFF785BTP.bed.gz
/files/ENCFF785CRA/	ENCFF785CRA	/experiments/ENCSR564YYW/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF785CRA/@@download/ENCFF785CRA.bed.gz
/files/ENCFF785NTC/	ENCFF785NTC	/experiments/ENCSR000DMR/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF785NTC/@@download/ENCFF785NTC.bed.gz
/files/ENCFF785YII/	ENCFF785YII	/experiments/ENCSR611WZO/	GRCh38	optimal idr thresholded peaks	2_1,3_1	2,3	/files/ENCFF785YII/@@download/ENCFF785YII.bed.gz
/files/ENCFF785YQI/	ENCFF785YQI	/experiments/ENCSR000BPC/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF785YQI/@@download/ENCFF785YQI.bed.gz
/files/ENCFF786AIF/	ENCFF786AIF	/experiments/ENCSR932ZMX/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF786AIF/@@download/ENCFF786AIF.bed.gz
/files/ENCFF786BSA/	ENCFF786BSA	/experiments/ENCSR798IJO/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF786BSA/@@download/ENCFF786BSA.bed.gz
/files/ENCFF786NME/	ENCFF786NME	/experiments/ENCSR221GAN/	GRCh38	peaks and background as input for IDR	1_1,3_1	1,3	/files/ENCFF786NME/@@download/ENCFF786NME.bed.gz
/files/ENCFF786PVX/	ENCFF786PVX	/experiments/ENCSR993DED/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF786PVX/@@download/ENCFF786PVX.bed.gz
/files/ENCFF786XJV/	ENCFF786XJV	/experiments/ENCSR038XIA/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF786XJV/@@download/ENCFF786XJV.bed.gz
/files/ENCFF786YYI/	ENCFF786YYI	/experiments/ENCSR681NOM/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF786YYI/@@download/ENCFF786YYI.bed.gz
/files/ENCFF788CJF/	ENCFF788CJF	/experiments/ENCSR928API/	GRCh38	optimal idr thresholded peaks	2_1,3_1	2,3	/files/ENCFF788CJF/@@download/ENCFF788CJF.bed.gz
/files/ENCFF788LNG/	ENCFF788LNG	/experiments/ENCSR000DPM/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF788LNG/@@download/ENCFF788LNG.bed.gz
/files/ENCFF789AXP/	ENCFF789AXP	/experiments/ENCSR750LYM/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF789AXP/@@download/ENCFF789AXP.bed.gz
/files/ENCFF789EHD/	ENCFF789EHD	/experiments/ENCSR000FCC/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF789EHD/@@download/ENCFF789EHD.bed.gz
/files/ENCFF789HLZ/	ENCFF789HLZ	/experiments/ENCSR024LKA/	GRCh38	peaks and background as input for IDR	3_1,4_1	3,4	/files/ENCFF789HLZ/@@download/ENCFF789HLZ.bed.gz
/files/ENCFF789ZAT/	ENCFF789ZAT	/experiments/ENCSR000EXR/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF789ZAT/@@download/ENCFF789ZAT.bed.gz
/files/ENCFF790LLT/	ENCFF790LLT	/experiments/ENCSR633OVO/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF790LLT/@@download/ENCFF790LLT.bed.gz
/files/ENCFF790ZAQ/	ENCFF790ZAQ	/experiments/ENCSR031URL/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF790ZAQ/@@download/ENCFF790ZAQ.bed.gz
/files/ENCFF791AFK/	ENCFF791AFK	/experiments/ENCSR000EGU/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF791AFK/@@download/ENCFF791AFK.bed.gz
/files/ENCFF791JSM/	ENCFF791JSM	/experiments/ENCSR000BKC/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF791JSM/@@download/ENCFF791JSM.bed.gz
/files/ENCFF791JWI/	ENCFF791JWI	/experiments/ENCSR257XVY/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF791JWI/@@download/ENCFF791JWI.bed.gz
/files/ENCFF791ZPU/	ENCFF791ZPU	/experiments/ENCSR000EWH/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF791ZPU/@@download/ENCFF791ZPU.bed.gz
/files/ENCFF791ZYV/	ENCFF791ZYV	/experiments/ENCSR000EFW/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF791ZYV/@@download/ENCFF791ZYV.bed.gz
/files/ENCFF793MTS/	ENCFF793MTS	/experiments/ENCSR054FKH/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF793MTS/@@download/ENCFF793MTS.bed.gz
/files/ENCFF794GVQ/	ENCFF794GVQ	/experiments/ENCSR000BMT/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF794GVQ/@@download/ENCFF794GVQ.bed.gz
/files/ENCFF794UEM/	ENCFF794UEM	/experiments/ENCSR277BXW/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF794UEM/@@download/ENCFF794UEM.bed.gz
/files/ENCFF795AWI/	ENCFF795AWI	/experiments/ENCSR000EFV/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF795AWI/@@download/ENCFF795AWI.bed.gz
/files/ENCFF795GZP/	ENCFF795GZP	/experiments/ENCSR839XZU/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF795GZP/@@download/ENCFF795GZP.bed.gz
/files/ENCFF795HAR/	ENCFF795HAR	/experiments/ENCSR664OKA/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF795HAR/@@download/ENCFF795HAR.bed.gz
/files/ENCFF795HTV/	ENCFF795HTV	/experiments/ENCSR632SIM/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF795HTV/@@download/ENCFF795HTV.bed.gz
/files/ENCFF796AAX/	ENCFF796AAX	/experiments/ENCSR000DTR/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF796AAX/@@download/ENCFF796AAX.bed.gz
/files/ENCFF796JXJ/	ENCFF796JXJ	/experiments/ENCSR462KYU/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF796JXJ/@@download/ENCFF796JXJ.bed.gz
/files/ENCFF796VMI/	ENCFF796VMI	/experiments/ENCSR908CMW/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF796VMI/@@download/ENCFF796VMI.bed.gz
/files/ENCFF796YFZ/	ENCFF796YFZ	/experiments/ENCSR000BJJ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF796YFZ/@@download/ENCFF796YFZ.bed.gz
/files/ENCFF797MRW/	ENCFF797MRW	/experiments/ENCSR490LWA/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF797MRW/@@download/ENCFF797MRW.bed.gz
/files/ENCFF797OWK/	ENCFF797OWK	/experiments/ENCSR618GDK/	GRCh38	optimal idr thresholded peaks	1_1,4_1	1,4	/files/ENCFF797OWK/@@download/ENCFF797OWK.bed.gz
/files/ENCFF797QGP/	ENCFF797QGP	/experiments/ENCSR000BUW/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF797QGP/@@download/ENCFF797QGP.bed.gz
/files/ENCFF797QWV/	ENCFF797QWV	/experiments/ENCSR029LBT/	GRCh38	peaks and background as input for IDR	3_1,4_1	3,4	/files/ENCFF797QWV/@@download/ENCFF797QWV.bed.gz
/files/ENCFF797STR/	ENCFF797STR	/experiments/ENCSR836COE/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF797STR/@@download/ENCFF797STR.bed.gz
/files/ENCFF798HCA/	ENCFF798HCA	/experiments/ENCSR000EXX/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF798HCA/@@download/ENCFF798HCA.bed.gz
/files/ENCFF798PUX/	ENCFF798PUX	/experiments/ENCSR000FAX/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF798PUX/@@download/ENCFF798PUX.bed.gz
/files/ENCFF798RFA/	ENCFF798RFA	/experiments/ENCSR000APM/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF798RFA/@@download/ENCFF798RFA.bed.gz
/files/ENCFF799CAL/	ENCFF799CAL	/experiments/ENCSR605MGM/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF799CAL/@@download/ENCFF799CAL.bed.gz
/files/ENCFF799KZP/	ENCFF799KZP	/experiments/ENCSR391IWM/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF799KZP/@@download/ENCFF799KZP.bed.gz
/files/ENCFF799OTE/	ENCFF799OTE	/experiments/ENCSR864VJE/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF799OTE/@@download/ENCFF799OTE.bed.gz
/files/ENCFF799UUV/	ENCFF799UUV	/experiments/ENCSR000EDX/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF799UUV/@@download/ENCFF799UUV.bed.gz
/files/ENCFF800CDQ/	ENCFF800CDQ	/experiments/ENCSR912NMR/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF800CDQ/@@download/ENCFF800CDQ.bed.gz
/files/ENCFF800KZC/	ENCFF800KZC	/experiments/ENCSR177DNR/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF800KZC/@@download/ENCFF800KZC.bed.gz
/files/ENCFF800QDU/	ENCFF800QDU	/experiments/ENCSR000BQY/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF800QDU/@@download/ENCFF800QDU.bed.gz
/files/ENCFF800QTO/	ENCFF800QTO	/experiments/ENCSR800QIT/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF800QTO/@@download/ENCFF800QTO.bed.gz
/files/ENCFF800WMI/	ENCFF800WMI	/experiments/ENCSR754ZHU/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF800WMI/@@download/ENCFF800WMI.bed.gz
/files/ENCFF801IPK/	ENCFF801IPK	/experiments/ENCSR000BGE/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF801IPK/@@download/ENCFF801IPK.bed.gz
/files/ENCFF801KEW/	ENCFF801KEW	/experiments/ENCSR807BGP/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF801KEW/@@download/ENCFF801KEW.bed.gz
/files/ENCFF801RGY/	ENCFF801RGY	/experiments/ENCSR000BII/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF801RGY/@@download/ENCFF801RGY.bed.gz
/files/ENCFF802BPF/	ENCFF802BPF	/experiments/ENCSR000DNN/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF802BPF/@@download/ENCFF802BPF.bed.gz
/files/ENCFF802JAN/	ENCFF802JAN	/experiments/ENCSR920BLG/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF802JAN/@@download/ENCFF802JAN.bed.gz
/files/ENCFF803ADO/	ENCFF803ADO	/experiments/ENCSR304AMN/	GRCh38	peaks and background as input for IDR	2_1,3_1	2,3	/files/ENCFF803ADO/@@download/ENCFF803ADO.bed.gz
/files/ENCFF803FHN/	ENCFF803FHN	/experiments/ENCSR869IUD/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF803FHN/@@download/ENCFF803FHN.bed.gz
/files/ENCFF804CZV/	ENCFF804CZV	/experiments/ENCSR175SZH/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF804CZV/@@download/ENCFF804CZV.bed.gz
/files/ENCFF804KSB/	ENCFF804KSB	/experiments/ENCSR277DMR/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF804KSB/@@download/ENCFF804KSB.bed.gz
/files/ENCFF804ZLF/	ENCFF804ZLF	/experiments/ENCSR295BIP/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF804ZLF/@@download/ENCFF804ZLF.bed.gz
/files/ENCFF805VCP/	ENCFF805VCP	/experiments/ENCSR000AQU/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF805VCP/@@download/ENCFF805VCP.bed.gz
/files/ENCFF806AJO/	ENCFF806AJO	/experiments/ENCSR492LTS/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF806AJO/@@download/ENCFF806AJO.bed.gz
/files/ENCFF806CQB/	ENCFF806CQB	/experiments/ENCSR583ACG/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF806CQB/@@download/ENCFF806CQB.bed.gz
/files/ENCFF806GUF/	ENCFF806GUF	/experiments/ENCSR167KBO/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF806GUF/@@download/ENCFF806GUF.bed.gz
/files/ENCFF806HXY/	ENCFF806HXY	/experiments/ENCSR000EBU/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF806HXY/@@download/ENCFF806HXY.bed.gz
/files/ENCFF806JJS/	ENCFF806JJS	/experiments/ENCSR000EDV/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF806JJS/@@download/ENCFF806JJS.bed.gz
/files/ENCFF806KKM/	ENCFF806KKM	/experiments/ENCSR000BQK/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF806KKM/@@download/ENCFF806KKM.bed.gz
/files/ENCFF806WJB/	ENCFF806WJB	/experiments/ENCSR754SOI/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF806WJB/@@download/ENCFF806WJB.bed.gz
/files/ENCFF807DCB/	ENCFF807DCB	/experiments/ENCSR966PJY/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF807DCB/@@download/ENCFF807DCB.bed.gz
/files/ENCFF807GXU/	ENCFF807GXU	/experiments/ENCSR265ARE/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF807GXU/@@download/ENCFF807GXU.bed.gz
/files/ENCFF807XMX/	ENCFF807XMX	/experiments/ENCSR179SAO/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF807XMX/@@download/ENCFF807XMX.bed.gz
/files/ENCFF808CAW/	ENCFF808CAW	/experiments/ENCSR925QAW/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF808CAW/@@download/ENCFF808CAW.bed.gz
/files/ENCFF808NJQ/	ENCFF808NJQ	/experiments/ENCSR679STZ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF808NJQ/@@download/ENCFF808NJQ.bed.gz
/files/ENCFF808NWU/	ENCFF808NWU	/experiments/ENCSR004GKA/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF808NWU/@@download/ENCFF808NWU.bed.gz
/files/ENCFF808QGE/	ENCFF808QGE	/experiments/ENCSR581CVA/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF808QGE/@@download/ENCFF808QGE.bed.gz
/files/ENCFF808RWZ/	ENCFF808RWZ	/experiments/ENCSR000BQO/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF808RWZ/@@download/ENCFF808RWZ.bed.gz
/files/ENCFF808WST/	ENCFF808WST	/experiments/ENCSR290ZOS/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF808WST/@@download/ENCFF808WST.bed.gz
/files/ENCFF809KZO/	ENCFF809KZO	/experiments/ENCSR000BPM/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF809KZO/@@download/ENCFF809KZO.bed.gz
/files/ENCFF809SXZ/	ENCFF809SXZ	/experiments/ENCSR477OJI/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF809SXZ/@@download/ENCFF809SXZ.bed.gz
/files/ENCFF810LRZ/	ENCFF810LRZ	/experiments/ENCSR619IUE/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF810LRZ/@@download/ENCFF810LRZ.bed.gz
/files/ENCFF810XCD/	ENCFF810XCD	/experiments/ENCSR184MFH/	GRCh38	peaks and background as input for IDR	1_1,3_1	1,3	/files/ENCFF810XCD/@@download/ENCFF810XCD.bed.gz
/files/ENCFF811VEN/	ENCFF811VEN	/experiments/ENCSR278SQL/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF811VEN/@@download/ENCFF811VEN.bed.gz
/files/ENCFF813GMP/	ENCFF813GMP	/experiments/ENCSR786OQY/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF813GMP/@@download/ENCFF813GMP.bed.gz
/files/ENCFF813LOW/	ENCFF813LOW	/experiments/ENCSR000BRQ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF813LOW/@@download/ENCFF813LOW.bed.gz
/files/ENCFF813NGW/	ENCFF813NGW	/experiments/ENCSR426URK/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF813NGW/@@download/ENCFF813NGW.bed.gz
/files/ENCFF813WJW/	ENCFF813WJW	/experiments/ENCSR541WQI/	GRCh38	optimal idr thresholded peaks	2_1,3_1	2,3	/files/ENCFF813WJW/@@download/ENCFF813WJW.bed.gz
/files/ENCFF814DAF/	ENCFF814DAF	/experiments/ENCSR659LJJ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF814DAF/@@download/ENCFF814DAF.bed.gz
/files/ENCFF814KER/	ENCFF814KER	/experiments/ENCSR328SUD/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF814KER/@@download/ENCFF814KER.bed.gz
/files/ENCFF814QPF/	ENCFF814QPF	/experiments/ENCSR364SNE/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF814QPF/@@download/ENCFF814QPF.bed.gz
/files/ENCFF814YLC/	ENCFF814YLC	/experiments/ENCSR692HSE/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF814YLC/@@download/ENCFF814YLC.bed.gz
/files/ENCFF815CRR/	ENCFF815CRR	/experiments/ENCSR352QSB/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF815CRR/@@download/ENCFF815CRR.bed.gz
/files/ENCFF815HHD/	ENCFF815HHD	/experiments/ENCSR340BXT/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF815HHD/@@download/ENCFF815HHD.bed.gz
/files/ENCFF815HRV/	ENCFF815HRV	/experiments/ENCSR000BPT/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF815HRV/@@download/ENCFF815HRV.bed.gz
/files/ENCFF815TAP/	ENCFF815TAP	/experiments/ENCSR000BQH/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF815TAP/@@download/ENCFF815TAP.bed.gz
/files/ENCFF815ZYA/	ENCFF815ZYA	/experiments/ENCSR211GNP/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF815ZYA/@@download/ENCFF815ZYA.bed.gz
/files/ENCFF816QIM/	ENCFF816QIM	/experiments/ENCSR786OQY/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF816QIM/@@download/ENCFF816QIM.bed.gz
/files/ENCFF816QLR/	ENCFF816QLR	/experiments/ENCSR000BRF/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF816QLR/@@download/ENCFF816QLR.bed.gz
/files/ENCFF816UCP/	ENCFF816UCP	/experiments/ENCSR745VSQ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF816UCP/@@download/ENCFF816UCP.bed.gz
/files/ENCFF817ARM/	ENCFF817ARM	/experiments/ENCSR440VKE/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF817ARM/@@download/ENCFF817ARM.bed.gz
/files/ENCFF817BQI/	ENCFF817BQI	/experiments/ENCSR203QEB/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF817BQI/@@download/ENCFF817BQI.bed.gz
/files/ENCFF817MVX/	ENCFF817MVX	/experiments/ENCSR000EHE/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF817MVX/@@download/ENCFF817MVX.bed.gz
/files/ENCFF817OVD/	ENCFF817OVD	/experiments/ENCSR220YXI/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF817OVD/@@download/ENCFF817OVD.bed.gz
/files/ENCFF817UEX/	ENCFF817UEX	/experiments/ENCSR882ICT/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF817UEX/@@download/ENCFF817UEX.bed.gz
/files/ENCFF818DXA/	ENCFF818DXA	/experiments/ENCSR000EUQ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF818DXA/@@download/ENCFF818DXA.bed.gz
/files/ENCFF818NEX/	ENCFF818NEX	/experiments/ENCSR000BPA/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF818NEX/@@download/ENCFF818NEX.bed.gz
/files/ENCFF818OPB/	ENCFF818OPB	/experiments/ENCSR000EDV/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF818OPB/@@download/ENCFF818OPB.bed.gz
/files/ENCFF818SJJ/	ENCFF818SJJ	/experiments/ENCSR441UBA/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF818SJJ/@@download/ENCFF818SJJ.bed.gz
/files/ENCFF818TCS/	ENCFF818TCS	/experiments/ENCSR130PDE/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF818TCS/@@download/ENCFF818TCS.bed.gz
/files/ENCFF818WFG/	ENCFF818WFG	/experiments/ENCSR134QIE/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF818WFG/@@download/ENCFF818WFG.bed.gz
/files/ENCFF819WNB/	ENCFF819WNB	/experiments/ENCSR168SMX/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF819WNB/@@download/ENCFF819WNB.bed.gz
/files/ENCFF820LKT/	ENCFF820LKT	/experiments/ENCSR138FUZ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF820LKT/@@download/ENCFF820LKT.bed.gz
/files/ENCFF820LPI/	ENCFF820LPI	/experiments/ENCSR410DWC/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF820LPI/@@download/ENCFF820LPI.bed.gz
/files/ENCFF820PHL/	ENCFF820PHL	/experiments/ENCSR894SXR/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF820PHL/@@download/ENCFF820PHL.bed.gz
/files/ENCFF821AQO/	ENCFF821AQO	/experiments/ENCSR000BNH/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF821AQO/@@download/ENCFF821AQO.bed.gz
/files/ENCFF821IRB/	ENCFF821IRB	/experiments/ENCSR027HML/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF821IRB/@@download/ENCFF821IRB.bed.gz
/files/ENCFF821YMC/	ENCFF821YMC	/experiments/ENCSR494UQJ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF821YMC/@@download/ENCFF821YMC.bed.gz
/files/ENCFF822CEQ/	ENCFF822CEQ	/experiments/ENCSR061DGF/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF822CEQ/@@download/ENCFF822CEQ.bed.gz
/files/ENCFF823CDF/	ENCFF823CDF	/experiments/ENCSR945NFL/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF823CDF/@@download/ENCFF823CDF.bed.gz
/files/ENCFF823CQK/	ENCFF823CQK	/experiments/ENCSR415TXN/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF823CQK/@@download/ENCFF823CQK.bed.gz
/files/ENCFF823OGN/	ENCFF823OGN	/experiments/ENCSR000DVQ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF823OGN/@@download/ENCFF823OGN.bed.gz
/files/ENCFF824AIG/	ENCFF824AIG	/experiments/ENCSR247XFV/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF824AIG/@@download/ENCFF824AIG.bed.gz
/files/ENCFF824JOH/	ENCFF824JOH	/experiments/ENCSR475SOC/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF824JOH/@@download/ENCFF824JOH.bed.gz
